student_id,family_income,parent1_education,parent2_education,family_size,single_parent_household,neighborhood_median_income,urban_rural,high_school_gpa,sat_math,sat_reading,ap_classes_taken,extracurricular_activities,volunteer_hours,university_tier,major_category,scholarship_amount,working_student,graduation_rate,sat_total,student_name,ses_score
680,87462,Master's,Master's,3,TRUE,43848,Suburban,3.67,600,797,1,2,170,Mid Tier,Arts,1000,FALSE,0.66,1397,bShGWNNW,-0.25
681,108461,Less than High School,Bachelor's,2,FALSE,87849,Rural,3.14,492,223,7,3,170,Lower Tier,Business,10000,FALSE,0.71,715,hROEYAqa,0.61
682,178148,Less than High School,Master's,6,FALSE,54588,Suburban,3.28,230,570,6,0,20,Lower Tier,Humanities,0,FALSE,0.97,800,UuVzmBNJ,-0.29
683,154771,High School,Less than High School,2,TRUE,43745,Rural,2.9,668,364,3,1,190,Top Tier,Humanities,5000,TRUE,1,1032,xqwcZUHm,0.41
684,191933,High School,Some College,5,FALSE,51469,Suburban,2.11,321,635,7,4,40,Mid Tier,Arts,5000,FALSE,0.96,956,QpKiXGBx,0.49
685,79746,High School,High School,2,FALSE,37845,Urban,2.96,759,435,0,3,130,Lower Tier,Humanities,0,TRUE,0.87,1194,kbCzKbQp,-0.73
686,168349,Bachelor's,Less than High School,3,FALSE,34871,Urban,3.81,522,231,3,0,150,Lower Tier,Social Sciences,1000,FALSE,0.85,753,bjCREvLi,0.06
687,43880,Bachelor's,High School,5,FALSE,46361,Suburban,3.92,656,740,1,3,20,Mid Tier,Business,5000,FALSE,0.62,1396,UIWKbEDF,-2.01
688,42445,High School,High School,5,FALSE,107898,Suburban,3.41,760,723,0,3,10,Mid Tier,Social Sciences,1000,TRUE,0.94,1483,adCGMpXU,-1.13
689,151060,Bachelor's,Less than High School,4,FALSE,143559,Urban,2.1,511,220,0,3,30,Mid Tier,Business,0,FALSE,0.93,731,XlYMrBHh,1.12
690,118716,Some College,Doctorate,5,FALSE,65308,Rural,3.17,529,704,0,4,130,Lower Tier,STEM,5000,TRUE,0.86,1233,cbXsrQzI,-0.02
691,129533,High School,Bachelor's,6,TRUE,50545,Suburban,3.82,607,305,5,0,160,Lower Tier,Business,0,TRUE,0.55,912,rFUpkJHT,-1.48
692,42130,Bachelor's,High School,6,FALSE,64695,Urban,2.9,596,212,5,1,170,Mid Tier,STEM,1000,TRUE,0.64,808,FWpFXAdS,-2.12
693,177758,High School,High School,6,TRUE,137507,Suburban,2.38,231,472,1,0,160,Mid Tier,Humanities,0,TRUE,0.84,703,NeZQDhDa,0.25
694,171623,Master's,Bachelor's,6,FALSE,133953,Urban,2.39,642,204,4,1,50,Mid Tier,Arts,0,TRUE,0.76,846,WjFDuUWj,0.8
695,28323,High School,High School,4,FALSE,116844,Urban,2.59,216,304,1,5,200,Mid Tier,Arts,0,FALSE,0.79,520,fdHvCmql,-0.79
696,147263,Less than High School,High School,3,TRUE,119742,Suburban,2.41,440,773,1,2,90,Mid Tier,Business,5000,TRUE,0.89,1213,HoldhPRq,1.09
697,116262,Less than High School,Less than High School,2,FALSE,104287,Suburban,2.17,454,284,3,5,100,Lower Tier,STEM,0,FALSE,0.84,738,ofgxzfXG,0.92
698,190182,High School,Bachelor's,2,FALSE,59273,Urban,2.34,771,296,0,1,10,Lower Tier,Arts,5000,FALSE,0.51,1067,dlRAFOdj,0.65
699,184165,Less than High School,Bachelor's,3,TRUE,90087,Rural,3.78,423,619,1,1,20,Mid Tier,Arts,0,FALSE,0.52,1042,EXdzicLh,1.01
700,102076,High School,Doctorate,2,FALSE,127268,Urban,2.16,468,698,6,2,0,Lower Tier,Social Sciences,0,FALSE,0.55,1166,JQzKapui,0.78
701,157794,High School,Bachelor's,4,FALSE,94361,Rural,3.61,448,532,3,3,110,Lower Tier,Arts,5000,TRUE,0.81,980,QayRNkZq,0.14
702,110908,High School,Some College,3,FALSE,72282,Urban,3.41,548,478,4,1,180,Mid Tier,Arts,5000,TRUE,0.62,1026,QaSYLgWU,0.72
703,56459,Some College,Bachelor's,5,FALSE,120083,Urban,2.92,509,772,1,2,100,Mid Tier,Arts,20000,TRUE,0.74,1281,cHIuPjCl,0.18
704,149085,Bachelor's,Bachelor's,4,FALSE,69977,Urban,2.17,484,734,4,4,70,Mid Tier,Humanities,1000,TRUE,0.97,1218,sMVZbVBL,-0.97
705,158254,Bachelor's,Less than High School,5,FALSE,108971,Suburban,2.21,651,231,2,2,150,Top Tier,Social Sciences,10000,TRUE,0.85,882,xLNCyZwO,0.33
706,147148,Some College,Less than High School,5,FALSE,97932,Suburban,3.32,585,457,8,4,180,Lower Tier,Social Sciences,0,TRUE,0.58,1042,ODBgICQR,0.73
707,54492,High School,Bachelor's,3,FALSE,42990,Urban,3.54,305,336,7,4,120,Top Tier,STEM,5000,TRUE,0.95,641,aDygtpSh,-1.25
708,73622,High School,High School,3,TRUE,96705,Rural,2.4,311,380,4,4,120,Mid Tier,Social Sciences,5000,FALSE,0.63,691,ZypBFWst,-0.29
709,78524,Some College,Some College,2,TRUE,93630,Suburban,3.13,553,647,1,3,40,Lower Tier,STEM,5000,TRUE,0.91,1200,nkdQMbtt,1.07
710,122938,Less than High School,Some College,2,FALSE,84861,Suburban,3.62,410,741,1,3,50,Lower Tier,Arts,1000,TRUE,0.56,1151,yPwKEeXx,1.37
711,178848,Bachelor's,Some College,4,TRUE,127052,Suburban,2.92,380,794,5,5,10,Lower Tier,Arts,0,TRUE,0.9,1174,FATpxnQF,1.81
712,177879,Less than High School,Bachelor's,6,FALSE,78063,Urban,3.7,761,473,3,3,40,Top Tier,Business,10000,TRUE,0.51,1234,iywXPPij,-0.28
713,89453,Less than High School,High School,5,FALSE,94292,Urban,2.29,429,420,0,3,90,Mid Tier,Business,10000,FALSE,0.57,849,uyoqJHOC,-0.54
714,152799,Master's,High School,2,FALSE,108652,Urban,3.02,648,776,1,2,100,Lower Tier,Business,0,FALSE,0.95,1424,tbHiLHuP,1.67
715,163337,Bachelor's,Bachelor's,2,TRUE,102825,Suburban,2.67,697,691,3,1,90,Lower Tier,STEM,5000,FALSE,0.85,1388,uMcMeQhy,0.35
716,150349,High School,Master's,6,FALSE,130792,Urban,3.31,448,786,5,0,70,Top Tier,STEM,0,TRUE,0.85,1234,ILpvoerP,0.55
717,89379,Master's,High School,6,TRUE,74072,Rural,2.99,600,445,1,4,50,Mid Tier,Business,0,TRUE,0.97,1045,ofRwgtJV,-0.86
718,73667,High School,Bachelor's,5,TRUE,71620,Urban,3.22,258,689,5,3,170,Mid Tier,Humanities,0,TRUE,0.83,947,MSAZvOKR,-1.36
719,30345,Bachelor's,Some College,6,TRUE,142312,Suburban,2.37,436,376,5,2,110,Mid Tier,Humanities,0,FALSE,0.95,812,GigeGohn,-0.11
720,141265,Less than High School,Bachelor's,3,FALSE,141206,Urban,2.16,570,528,2,0,160,Mid Tier,STEM,0,TRUE,0.79,1098,iUEEpkHN,1.34
721,55639,Some College,High School,3,FALSE,33941,Urban,3.04,752,757,3,2,120,Mid Tier,Humanities,20000,TRUE,0.91,1509,FRCRClgr,-0.37
722,132519,Some College,High School,5,TRUE,54223,Rural,3.58,237,321,1,3,110,Mid Tier,Arts,5000,TRUE,0.77,558,OzhGJaIR,-0.05
723,44873,Some College,Master's,6,TRUE,59450,Suburban,3.01,465,373,3,0,140,Lower Tier,Social Sciences,1000,FALSE,0.85,838,ypJcpLCU,-1.17
724,87154,High School,Master's,6,FALSE,147279,Suburban,3.56,523,633,2,1,180,Mid Tier,Social Sciences,5000,TRUE,0.88,1156,UjEZJSxy,0.18
725,76536,Some College,Master's,5,FALSE,141597,Suburban,2.29,314,558,7,3,170,Mid Tier,Humanities,0,FALSE,0.98,872,Wwspsiyc,0.68
726,166733,Bachelor's,High School,2,FALSE,125277,Urban,2.36,478,429,3,0,160,Lower Tier,Social Sciences,0,FALSE,0.58,907,SUspUVCC,1.38
727,86297,Some College,High School,6,FALSE,51415,Suburban,3.61,311,499,3,3,60,Lower Tier,Business,1000,TRUE,0.51,810,VfcTuJOF,-0.88
728,99136,Less than High School,Some College,5,TRUE,73062,Rural,2.32,545,209,2,1,190,Mid Tier,Humanities,0,TRUE,0.54,754,wsTgQBJa,-0.09
729,99030,Bachelor's,High School,6,TRUE,126964,Rural,3.34,255,386,2,3,180,Mid Tier,Humanities,0,TRUE,0.65,641,ZoKDIKaJ,-0.67
730,128329,High School,Less than High School,5,TRUE,32012,Rural,3.28,455,486,4,2,180,Lower Tier,Arts,0,TRUE,0.77,941,PNCQwsEw,-1.07
731,92703,Bachelor's,High School,2,FALSE,146503,Urban,2.52,733,501,3,2,120,Mid Tier,STEM,0,TRUE,0.6,1234,llRzuWin,0.97
732,192497,Some College,Master's,6,FALSE,71436,Suburban,2.28,303,715,5,1,150,Mid Tier,Arts,20000,TRUE,0.75,1018,OfvnRmmh,0.43
733,194738,Master's,Bachelor's,5,FALSE,54386,Urban,3.22,434,491,1,2,50,Lower Tier,Social Sciences,1000,TRUE,0.56,925,wuresdHL,0.22
734,184615,High School,Master's,4,FALSE,73689,Rural,3.14,451,396,4,1,150,Mid Tier,STEM,5000,FALSE,0.64,847,oGFBURuU,0.76
735,34917,Less than High School,Bachelor's,6,FALSE,102432,Urban,2.19,375,210,4,2,200,Top Tier,Social Sciences,0,TRUE,0.69,585,MxiYYvDr,-1.31
736,105835,High School,Master's,5,FALSE,141092,Suburban,3.47,695,486,6,3,120,Mid Tier,Humanities,0,FALSE,0.79,1181,JfrebqeL,0.62
737,81044,High School,Bachelor's,3,FALSE,142096,Urban,3.39,311,375,5,4,60,Lower Tier,Arts,0,TRUE,0.95,686,hXSoYNNg,0.44
738,141218,Less than High School,Some College,3,TRUE,107596,Suburban,2.79,293,794,2,3,60,Mid Tier,Humanities,1000,FALSE,0.78,1087,bsomUgDk,1.52
739,134567,Master's,High School,6,TRUE,97269,Rural,3.74,504,491,7,1,20,Lower Tier,Arts,1000,TRUE,0.78,995,vsAVUjgA,-0.09
740,174670,High School,Bachelor's,2,FALSE,34115,Urban,2.89,554,298,7,4,60,Top Tier,Humanities,0,TRUE,0.53,852,ZsAkswQj,0.13
741,190691,Some College,Some College,4,FALSE,124363,Urban,2.21,521,676,3,1,40,Mid Tier,Social Sciences,0,TRUE,0.52,1197,AUzAwAZr,1.88
742,123314,High School,High School,2,FALSE,102894,Rural,2.49,228,669,3,1,30,Mid Tier,Humanities,1000,TRUE,0.85,897,IjLtLyJm,0.63
743,116348,High School,Bachelor's,2,TRUE,31759,Suburban,2.33,266,525,2,4,10,Top Tier,Humanities,0,TRUE,0.62,791,zKtHibEI,-0.46
744,189505,High School,Some College,5,FALSE,50747,Suburban,2.76,291,532,1,1,150,Top Tier,Social Sciences,1000,TRUE,0.7,823,PWQmvoFs,0.45
745,180624,Some College,High School,2,FALSE,148448,Urban,3.47,539,391,2,0,190,Mid Tier,Arts,0,TRUE,0.55,930,BlHYyvPf,2.84
746,93855,High School,Some College,6,TRUE,35338,Urban,2.57,745,460,1,2,140,Mid Tier,Business,20000,FALSE,0.57,1205,cQcptbyB,-1.04
747,29006,Bachelor's,Some College,2,FALSE,34430,Urban,2.76,710,337,7,2,70,Top Tier,Business,1000,TRUE,0.87,1047,zqKddyvF,-0.27
748,160088,Some College,High School,6,FALSE,128515,Suburban,3.99,611,340,6,2,160,Mid Tier,Business,10000,TRUE,0.71,951,dozemCPh,0.94
749,186673,Bachelor's,Bachelor's,3,FALSE,74326,Rural,2.52,253,772,1,3,110,Mid Tier,Humanities,1000,TRUE,0.94,1025,XVvMmiDC,-0.19
750,87946,High School,Less than High School,6,FALSE,117158,Suburban,3.45,477,763,1,4,180,Mid Tier,Social Sciences,1000,FALSE,0.64,1240,qMxQzVus,-0.58
751,64086,High School,Bachelor's,6,TRUE,43918,Urban,3.21,715,274,3,0,110,Mid Tier,Social Sciences,0,FALSE,0.85,989,kZYRXWYV,-2.2
752,35774,Some College,Bachelor's,5,FALSE,71348,Urban,3.74,552,495,3,2,120,Lower Tier,Humanities,0,TRUE,0.8,1047,bRVHOLlI,-0.73
753,90400,High School,Bachelor's,4,TRUE,119140,Urban,3.33,794,310,3,5,170,Top Tier,Arts,5000,TRUE,0.82,1104,pKImNaJO,-0.15
754,52861,Some College,Some College,5,FALSE,140965,Rural,2.64,350,678,0,1,190,Lower Tier,Arts,10000,FALSE,0.74,1028,TXnoWync,0.44
755,44052,Master's,Some College,2,FALSE,136052,Urban,2.45,752,295,0,3,50,Lower Tier,Humanities,0,TRUE,0.58,1047,ARflWlUe,1.35
756,66343,High School,Bachelor's,2,FALSE,75293,Suburban,2.84,556,355,5,0,140,Mid Tier,Business,5000,TRUE,0.76,911,VZnCvRAs,-0.31
757,119584,Less than High School,Some College,2,FALSE,145525,Suburban,2.06,523,377,2,4,100,Lower Tier,Humanities,0,TRUE,0.97,900,fSJdRrrn,2.21
758,46652,Bachelor's,Bachelor's,2,FALSE,35515,Urban,3.99,777,288,5,3,50,Lower Tier,Business,1000,FALSE,0.65,1065,YqRfLUZW,-1.74
759,193321,High School,Bachelor's,3,TRUE,47739,Urban,3.38,481,468,0,4,60,Top Tier,Business,0,TRUE,0.71,949,SGxIziet,0.16
760,190014,Bachelor's,High School,6,TRUE,128261,Urban,2.41,772,625,2,3,40,Lower Tier,Social Sciences,0,TRUE,0.8,1397,qeIPuppr,0.23
761,198611,High School,Master's,4,FALSE,146711,Suburban,3.58,424,362,0,5,90,Lower Tier,Business,10000,TRUE,0.88,786,WjSMVmNz,1.95
762,147118,High School,Bachelor's,3,FALSE,59981,Urban,2.52,423,226,3,0,10,Lower Tier,Arts,0,TRUE,0.84,649,dQHjSVIT,-0.11
763,45340,Doctorate,Bachelor's,3,FALSE,105125,Urban,3.2,693,553,3,5,160,Mid Tier,Humanities,1000,TRUE,0.51,1246,AFNBcsZL,-0.77
764,21617,High School,High School,2,TRUE,96553,Rural,2.89,307,361,2,3,40,Lower Tier,Business,5000,TRUE,0.63,668,WMPJKeeC,-0.44
765,143569,Doctorate,Bachelor's,3,FALSE,59462,Urban,2.26,299,678,6,2,110,Lower Tier,Arts,5000,TRUE,0.81,977,kJYDqzAC,-0.49
766,142619,Master's,High School,3,FALSE,51353,Urban,3.73,506,287,6,0,150,Top Tier,Arts,0,TRUE,0.51,793,qIBbrLxD,0.39
767,185152,High School,Less than High School,5,TRUE,127759,Urban,3.32,733,449,5,2,140,Top Tier,STEM,0,TRUE,0.87,1182,dsqWLbBC,0.86
768,93516,Bachelor's,Less than High School,6,TRUE,41525,Urban,2,460,405,3,0,140,Mid Tier,Social Sciences,10000,FALSE,0.72,865,MuzgJbLI,-1.62
769,96039,High School,Less than High School,3,FALSE,134828,Rural,3.23,505,355,7,5,20,Lower Tier,Social Sciences,0,FALSE,0.99,860,VavkisRg,0.81
770,116718,Master's,Doctorate,6,FALSE,110466,Suburban,3.96,746,295,1,4,100,Top Tier,STEM,10000,FALSE,0.86,1041,zOtsoGxv,-0.07
771,94456,Doctorate,High School,5,FALSE,40667,Suburban,2.92,253,227,0,3,20,Lower Tier,Business,1000,FALSE,0.7,480,yaPRiMLP,-1.61
772,37576,Some College,Less than High School,3,TRUE,52129,Urban,2.27,800,543,1,2,90,Lower Tier,Social Sciences,0,TRUE,1,1343,KTwvNnYY,-0.28
773,88448,Some College,High School,4,TRUE,40366,Suburban,3.56,381,395,4,1,10,Top Tier,Business,5000,TRUE,0.6,776,OyYYrIMy,-0.32
774,55640,Some College,High School,4,TRUE,65287,Urban,2.22,379,694,0,3,20,Mid Tier,STEM,0,FALSE,0.91,1073,hBTuAldD,-0.27
775,150504,Some College,High School,5,TRUE,97673,Rural,3.62,340,625,7,4,140,Mid Tier,Humanities,0,TRUE,0.98,965,fwJDPYHJ,0.76
776,21982,High School,Some College,4,FALSE,121859,Suburban,2.73,760,517,4,5,60,Top Tier,Arts,10000,FALSE,0.51,1277,dYmqskdQ,0.22
777,185394,Bachelor's,High School,5,FALSE,111491,Rural,2.3,203,735,0,1,160,Lower Tier,Business,1000,TRUE,0.53,938,olHIGYac,0.3
778,182041,Bachelor's,Some College,3,FALSE,30624,Suburban,3.49,382,276,0,2,100,Mid Tier,Humanities,5000,TRUE,0.97,658,NBLDRJDo,0.8
779,155748,Master's,High School,3,TRUE,74062,Urban,2.04,335,784,0,4,150,Mid Tier,Arts,5000,TRUE,0.8,1119,unhOEAqK,0.84
780,191346,Bachelor's,Some College,6,FALSE,50919,Suburban,2.39,771,403,6,1,140,Top Tier,Arts,1000,TRUE,1,1174,UPuzVVqU,0.12
781,132606,Bachelor's,Some College,2,TRUE,61590,Urban,2.12,537,417,1,2,160,Top Tier,Arts,0,FALSE,0.72,954,RwtQsjjY,1.12
782,138071,High School,Bachelor's,6,FALSE,142432,Urban,2.06,596,497,6,5,100,Mid Tier,Social Sciences,10000,FALSE,0.97,1093,CNucHfas,-0.07
783,88648,Master's,Bachelor's,2,FALSE,135693,Rural,2.62,677,367,5,4,190,Lower Tier,Arts,0,TRUE,0.54,1044,RYTOLLCh,1.44
784,31809,Bachelor's,High School,4,FALSE,89742,Urban,2.62,454,465,4,4,100,Top Tier,Arts,20000,FALSE,0.84,919,rUHjFSlS,-1.14
785,144359,Bachelor's,Some College,6,TRUE,143906,Urban,3.94,494,787,2,0,10,Top Tier,Arts,1000,FALSE,0.62,1281,VGTiroyJ,1.01
786,42947,Bachelor's,Some College,4,FALSE,35540,Rural,3.26,449,717,0,4,100,Top Tier,STEM,0,FALSE,0.57,1166,JzBcgCuk,-0.82
787,72437,Some College,Bachelor's,4,FALSE,82644,Suburban,2.51,776,299,5,3,0,Top Tier,Business,1000,FALSE,1,1075,vhQUajCk,0.14
788,133800,Some College,High School,5,FALSE,87635,Urban,3.61,260,462,0,4,90,Mid Tier,Business,1000,FALSE,0.63,722,AnpHfqOP,0.45
789,90204,High School,Some College,3,FALSE,132090,Suburban,2.21,276,527,0,3,60,Top Tier,STEM,0,TRUE,0.82,803,aMXvTBFp,1.38
790,32677,Bachelor's,High School,5,TRUE,92177,Suburban,3.75,665,445,1,3,150,Mid Tier,Humanities,10000,TRUE,0.69,1110,SBzmXlqR,-1.45
791,175443,Some College,Bachelor's,4,FALSE,64686,Suburban,3.44,508,420,1,2,90,Mid Tier,Humanities,0,TRUE,0.6,928,aEdUDgvz,0.87
792,89334,Less than High School,Some College,3,FALSE,56270,Suburban,2.66,471,748,0,1,50,Mid Tier,Business,0,FALSE,0.91,1219,HKDluGFB,0.28
793,140737,Master's,High School,6,FALSE,70892,Rural,3.61,226,264,4,1,110,Mid Tier,STEM,5000,TRUE,0.55,490,mIrvxVvo,-0.41
794,23815,Some College,Bachelor's,5,FALSE,59588,Suburban,3.86,487,775,2,1,70,Lower Tier,Humanities,0,TRUE,0.61,1262,dDtehQYZ,-1.01
795,127141,Bachelor's,Less than High School,6,FALSE,121250,Suburban,3.45,320,489,3,3,170,Lower Tier,Humanities,0,FALSE,0.72,809,FrkBmjDq,-0.15
796,69723,High School,Bachelor's,4,TRUE,88132,Rural,3.77,325,345,3,1,120,Mid Tier,Social Sciences,0,TRUE,0.64,670,ufqoizli,-0.8
797,91843,Master's,Less than High School,6,TRUE,98807,Suburban,2.06,369,645,3,3,150,Mid Tier,Humanities,0,FALSE,0.74,1014,ZQljAUia,-0.48
798,46247,High School,High School,2,TRUE,125937,Suburban,2.64,760,411,4,1,60,Mid Tier,Social Sciences,0,TRUE,0.59,1171,bAyMohsx,0.23
799,168335,Doctorate,High School,2,TRUE,92634,Suburban,2.31,698,303,2,1,90,Mid Tier,Social Sciences,5000,FALSE,0.85,1001,hNxoleQT,0.92
800,45274,High School,Bachelor's,4,FALSE,54007,Urban,3.64,594,739,5,2,0,Mid Tier,Business,0,TRUE,0.65,1333,aXalgwOZ,-1.53
801,183629,Less than High School,Less than High School,3,FALSE,43412,Suburban,3.23,212,215,4,1,200,Mid Tier,STEM,0,TRUE,0.55,427,cuOeEkqG,0.33
802,181986,Bachelor's,Less than High School,3,FALSE,121569,Suburban,3.71,272,644,4,1,80,Top Tier,Business,0,FALSE,0.57,916,tReaNxwK,1.45
803,54623,Bachelor's,High School,2,TRUE,95805,Urban,2.07,511,462,0,3,130,Mid Tier,Humanities,0,FALSE,0.94,973,UbHiAjzX,-0.13
804,115812,Doctorate,Less than High School,2,TRUE,33710,Rural,2.17,201,415,7,2,110,Lower Tier,Arts,20000,TRUE,0.99,616,rcVBqTmG,-0.11
805,113982,Bachelor's,Bachelor's,5,FALSE,58717,Suburban,2.84,381,582,0,2,110,Mid Tier,Humanities,20000,TRUE,0.97,963,aTbdPpUp,-1.82
806,48860,Some College,High School,5,TRUE,147210,Urban,3.87,321,298,2,4,120,Lower Tier,Arts,0,FALSE,0.69,619,QZCNeZwC,0.5
807,113522,Bachelor's,Bachelor's,6,TRUE,54675,Urban,2.45,269,534,5,3,200,Mid Tier,Business,0,TRUE,0.63,803,AVhOoTXX,-2.24
808,60411,High School,High School,5,FALSE,123561,Rural,2.94,298,768,6,3,40,Lower Tier,Arts,1000,TRUE,0.76,1066,JIaKwEzq,-0.73
809,70672,Doctorate,Bachelor's,4,FALSE,143762,Suburban,3.67,320,337,7,3,140,Lower Tier,Humanities,1000,TRUE,0.91,657,xvPIxSZt,-0.32
810,110664,Some College,High School,5,TRUE,62013,Suburban,3.38,635,480,1,4,80,Lower Tier,Business,1000,TRUE,0.69,1115,SoqpZREy,-0.14
811,48613,High School,Master's,2,TRUE,43620,Urban,2.64,577,714,3,2,90,Mid Tier,Social Sciences,1000,TRUE,0.6,1291,EEZfNXlv,-0.28
812,185714,Bachelor's,Bachelor's,4,TRUE,85049,Suburban,2.93,588,442,2,4,90,Mid Tier,STEM,5000,TRUE,0.98,1030,JDWXaDKK,-0.4
813,109825,Bachelor's,High School,5,TRUE,65426,Urban,2.26,331,542,1,1,40,Mid Tier,STEM,1000,FALSE,0.87,873,ADvzVbBD,-1.1
814,130762,Some College,Master's,4,FALSE,43065,Rural,2.49,655,600,1,4,80,Top Tier,STEM,0,TRUE,0.94,1255,aluokTDt,0.13
815,153908,Bachelor's,Bachelor's,5,FALSE,32499,Urban,2.42,659,201,3,1,200,Lower Tier,Humanities,0,TRUE,0.51,860,ZOJsECrS,-1.82
816,131027,Bachelor's,High School,2,FALSE,51052,Urban,3.87,583,493,2,1,90,Lower Tier,Arts,1000,FALSE,0.61,1076,axLEHIlO,-0.04
817,187425,Some College,Doctorate,5,FALSE,51724,Suburban,2.82,414,628,1,1,180,Lower Tier,Social Sciences,0,FALSE,0.74,1042,xDJxfbNr,0.45
818,34468,High School,Master's,6,FALSE,104036,Rural,3.81,312,214,0,2,90,Lower Tier,Arts,50000,TRUE,0.98,526,QTnuWmPW,-0.95
819,25062,High School,High School,2,TRUE,60437,Rural,3.25,558,231,1,2,60,Top Tier,Social Sciences,10000,FALSE,0.88,789,gfmeOwUf,-0.93
820,117475,Master's,Master's,6,FALSE,32338,Urban,2.28,206,637,1,0,70,Lower Tier,Arts,10000,TRUE,0.69,843,zSKAIDmZ,-1.19
821,63416,Some College,High School,4,TRUE,129596,Suburban,3.91,200,400,0,4,160,Lower Tier,Social Sciences,0,TRUE,0.74,600,iSRdGYEw,0.73
822,136071,Less than High School,Some College,5,FALSE,120105,Urban,2.99,628,348,1,3,70,Lower Tier,Social Sciences,0,TRUE,0.97,976,uEfMUJea,0.94
823,87993,Some College,Bachelor's,4,FALSE,69762,Rural,2.87,361,508,2,0,120,Lower Tier,STEM,0,TRUE,0.95,869,JSVYKsAu,0.1
824,28434,Bachelor's,Bachelor's,3,FALSE,125824,Urban,3.41,561,477,2,2,160,Top Tier,Business,0,TRUE,0.7,1038,JkrjErsA,-0.97
825,28665,Master's,Some College,3,FALSE,135703,Suburban,2.13,291,238,3,1,140,Mid Tier,Business,0,FALSE,0.62,529,bduOlnAI,0.84
826,193312,High School,Master's,2,TRUE,95838,Suburban,2.07,645,461,0,3,10,Mid Tier,Arts,1000,TRUE,0.63,1106,aEDzBVDh,1.87
827,60764,Some College,High School,5,FALSE,145418,Urban,4,387,542,0,2,100,Mid Tier,STEM,10000,FALSE,0.97,929,taFFHgcp,0.58
828,22051,High School,High School,4,FALSE,55833,Urban,2.65,494,378,1,4,40,Mid Tier,Social Sciences,5000,TRUE,0.76,872,ZedJLqGx,-1.73
829,59326,Master's,Bachelor's,6,FALSE,74590,Suburban,3.24,660,220,3,4,30,Top Tier,STEM,1000,TRUE,0.83,880,esqUyduL,-1.14
830,30069,Less than High School,Bachelor's,5,FALSE,118421,Urban,3.37,692,351,3,0,0,Top Tier,Arts,1000,FALSE,0.6,1043,qxpnmdSK,-0.77
831,62295,High School,Master's,3,FALSE,89449,Rural,2.93,279,203,2,4,50,Mid Tier,Social Sciences,1000,FALSE,0.84,482,LZnZygoS,0.16
832,92485,Less than High School,Bachelor's,5,TRUE,80334,Suburban,2.73,445,528,0,3,170,Mid Tier,Humanities,0,TRUE,0.87,973,ltdDGoQx,-0.72
833,22575,Bachelor's,Bachelor's,3,TRUE,67285,Urban,3.98,781,230,1,2,170,Top Tier,Arts,0,FALSE,0.81,1011,gQsSxbFr,-1.87
834,85117,High School,Bachelor's,5,FALSE,145454,Rural,2.04,500,249,0,1,100,Mid Tier,STEM,5000,TRUE,0.71,749,NeLUsOuX,-0.18
835,125210,Some College,Some College,5,TRUE,132192,Urban,3.32,227,318,0,1,190,Mid Tier,Social Sciences,0,FALSE,0.61,545,paWeDnts,1.01
836,129043,Some College,Some College,5,TRUE,113117,Suburban,2.14,257,327,2,0,160,Top Tier,Business,0,TRUE,0.73,584,uJEJjDgc,0.77
837,67469,Some College,Some College,3,FALSE,81247,Urban,3.17,326,713,2,3,10,Lower Tier,Arts,0,TRUE,0.85,1039,gTuoBWLr,0.43
838,141527,Some College,Less than High School,2,FALSE,146226,Suburban,2.36,221,353,4,2,160,Lower Tier,Social Sciences,1000,FALSE,0.71,574,yRRGbefI,2.43
839,188445,High School,Some College,4,TRUE,47666,Suburban,2.84,378,609,2,2,30,Mid Tier,STEM,0,TRUE,0.79,987,tEzlQGbT,0.75
840,20646,Doctorate,Bachelor's,4,FALSE,62532,Rural,3.14,565,568,3,3,90,Mid Tier,STEM,1000,FALSE,0.98,1133,YKGobUea,-1.98
841,161655,Master's,Some College,6,FALSE,82086,Suburban,2.69,792,367,0,1,150,Lower Tier,Social Sciences,10000,TRUE,0.96,1159,NtkNjMql,0.28
842,165248,Some College,High School,4,FALSE,135067,Urban,2.07,418,404,7,3,50,Lower Tier,Humanities,1000,TRUE,0.95,822,LyntqsHQ,1.79
843,33147,High School,Bachelor's,2,TRUE,109975,Rural,3.75,232,674,0,2,160,Mid Tier,STEM,10000,TRUE,0.81,906,oYAbkHxK,-0.13
844,122060,Doctorate,Less than High School,3,FALSE,130058,Rural,3.38,735,640,3,0,130,Mid Tier,Business,5000,TRUE,0.76,1375,RoZWAIhu,0.99
845,117054,High School,High School,2,FALSE,36673,Suburban,3.51,231,721,2,1,0,Mid Tier,Social Sciences,50000,TRUE,0.85,952,lQFezwbK,-0.38
846,44782,Some College,Doctorate,4,TRUE,118564,Urban,3.71,529,210,0,1,150,Mid Tier,Business,0,TRUE,0.92,739,HAufmdKq,0.4
847,69740,Some College,Bachelor's,5,TRUE,114939,Suburban,3.46,551,551,1,1,90,Top Tier,Social Sciences,1000,FALSE,0.92,1102,cUhOfawi,0.23
848,83332,Less than High School,High School,4,FALSE,145418,Suburban,2.57,500,525,0,0,60,Mid Tier,Business,0,FALSE,0.87,1025,efTIGuTV,0.49
849,166305,Some College,High School,5,TRUE,131796,Urban,2.72,678,263,7,3,120,Top Tier,Arts,5000,TRUE,0.79,941,WPfdqBfh,1.4
